title,score,synopsis,Action,Adventure,Animation,Avant Garde,Award Winning,Biography,Boys Love,Comedy,Crime,Documentary,Drama,Ecchi,Family,Fantasy,Game-Show,Girls Love,Gourmet,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Slice of Life,Sport,Sports,Supernatural,Suspense,Talk-Show,Thriller,War,Western
Psycho-Pass,8.2,"futuristic world criminal intent analyzed Sybil System , new top class recruit , Akane Tsunemori , joins police force ; however , always puts sense justice judgment Sybil . Police helped Enforcers ( latent criminals disposed high criminal intent ) , one former inspector supports Akane 's method action .",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice,8.1,"series revolves around Vikrant 's character Aditya charged murder . One night Mumbai , girl hired taxi ended one night stand influence drugs . woke girl dead stab back knife Aditya 's hand . resulted accused murder rejection bail . remaining plot goes criminal justice system prove innocence .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragons: Race to the Edge,8.2,"Dagur Deranged escapes prison ventures uncharted territories build armada Hiccup Dragon Riders . Coming across cylinder ( christened `` Dragon Eye '' ) provides information uncharted territories , Hiccup quirky team search region looking Dagur hitherto unknown species dragons , eventually leaving Berk build new distant base operations called Dragon 's Edge .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cuphead Show!,7.4,"Following unique misadventures loveable , impulsive scamp Cuphead cautious easily swayed brother Mugman . two scour surreal homeworld Inkwell Isles search fun adventure , always 's back . Unless 's one cookie left , case 's every cup .",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ansatsu kyôshitsu,8.0,"Earth 's moon suddenly 70 % smaller permanently crescent shaped devastating unknown force . students E Class , Kunugigaoka Junior High School , responsible known , teacher . strange supportive entity given Japanese government challenge save Earth destruction . wants teacher class lowest expectations success , anything . students , armed special weapons harm teacher , must find way kill end school year . , summer break canceled end world .",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inuyasha,7.9,"Kagome Higurashi 15 year old schoolgirl lives history-filled Japanese shrine . also reincarnation ancient priestess named Kikyo , guarded sacred Shikon Tama ( Jewel Four Souls ) , sealed away half-demon Inuyasha tried steal jewel order become full demon . Kikyo died wounds jewel burned body . Kagome one day pulled ancient well family 's shrine thrown past , 50 years Kikyo 's death . befriends Kaede , late Kikyo 's sister , realizes Kagome Kikyo 's reincarnation . attacked , learn Kagome Shikon Tama , 's actually inside body ! Kagome accidentally awakens dog-demon Inuyasha , frees jewel ripped body . Inuyasha wants jewel back , Kagome ca n't let . forced ( Kaede 's magic ) wear necklace allows Kagome control one word , `` Sit ! `` , sends face-first ground . Kagome accidentally shatters jewel , Inuyasha work together find pieces fall wrong hands . Kagome `` sense '' shards , Inuyasha powerful enough get demons people . stop fighting long enough work together ?",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everything I Know About Love,7.6,"Follow two childhood best friends dive deep bad dates , heartaches humiliations .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Greatest American Hero,7.3,"Ralph Hinkley minding business , teacher field trip high school students , bus 's driving mysteriously drives desert . startled Ralph soon visited aliens , decided endow superhuman powers fight battle injustice crime . end , gave special suit instruction manual . Unfortunately , Ralph managed lose instruction manual , aliens nasty habit never around need .",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
How to Sell Drugs Online (Fast),7.8,"win back love life , high school student best friend launch Europe 's largest online drug business teenage bedroom .",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caprica,7.1,"Two families , Graystones Adamas , live together peaceful planet known Caprica , startling breakthrough artificial intelligence brings unforeseen consequences .",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crime,7.2,"Edinburgh schoolgirl abducted DI Ray Lennox , due traumatic past , identifies strongly victim . believes murderer serial killer Mister Confectioner . bosses believe Confectioner behind bars . Lennox 's insistence wrong man puts conflict bosses , also onto radar Confectioner . detective drawn cat mouse game killer .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Living Color,8.1,"Keenan Ivory Wayans ' television show stars several family members features short , humorous skits , rap music , dancing . FOX comedy also several stock characters scenarios recur various episodes ( e.g . Fire Marshal Bill , etc . ) .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Out of 10 Cats Does Countdown,8.2,raunchy spoof edition Countdown ( 1982 ) stars 8 10 Cats ( 2005 ) .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dota: Dragon's Blood,7.8,"story Davion , renowned Dragon Knight devoted wiping scourge face world . Following encounters powerful , ancient eldwurm well noble Princess Mirana secret mission , Davion becomes embroiled events much larger could ever imagined .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judging Amy,7.0,"family drama focused three generations women living together Hartford , Connecticut . Amy Brenneman plays Amy Gray , left New York City behind works family court judge . Karle Warren plays Lauren , Amy 's daughter ; Tyne Daly Maxine , Amy 's tough , opinionated mother .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doctor Foster,7.7,embittered Doctor travels South West England simple day trip becomes emotional roller coaster ride shape world view rest life .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Angie Tribeca,7.0,"Lone-wolf detective Angie Tribeca squad committed LAPD detectives investigate serious cases , murder ventriloquist rash baker suicides .",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hollow Crown,8.2,"New adaptations Shakespeare 's tetralogy history plays comprising `` Henriad '' BBC 's 2012 Cultural Olympiad : King Richard II ; King Henry IV : Part 1 ; King Henry IV : Part 2 ; King Henry V. plays chronicle continuous period British history end fourteenth century aftermath Battle Agincourt 1415 . Together , plays comprise story recurring themes power struggles , redemption , family conflict , betrayal .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stumptown,7.5,"sharp-witted Marine veteran becomes private investigator Portland , Oregon , takes care brother syndrome .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Trust the B---- in Apartment 23,7.3,"Chloe New York party girl morals pirate . causes trouble naive small town roommate , June , Chloe 's best friend , James Van Der Beek .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Newsreader,7.7,"Set 1986 , show follows unlikely bond young TV reporter ( Reid ) 'difficult ' female newsreader ( Torv ) , cover events shock Challenger explosion , hype Halley 's Comet complexities AIDS crisis .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somebody Feed Phil,8.3,"Philip ( Phil ) Rosenthal goes around world traveling different places , Bangkok , Tel Aviv New Orleans trying amazing food meeting friendly people . also travels learn history food places tours fun eccentric person .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drawn Together,7.1,"DRAWN TOGETHER ( eight episodes ) - true story eight characters , picked live house find happens people stop real start getting animated . Presented real Primetime reality series , `` Drawn Together '' answers question happens eight completely different cartoon characters various genres styles live together lives filmed entire world see . Captures daily adventures eight mismatched cartoon characters using dramatic storytelling conventions established reality television shows . housemates include : `` Captain Hero , '' moral do-gooder reminiscent Saturday morning TV super heroes 70 's ; `` Clara , '' 20 year old sweet naive fairy-tale princess ; `` Toot , '' black white pudgy heart throb 20 's ; `` Foxxy Love , '' sexy mystery solving musician ; `` Spanky Ham , '' foul-mouthed Internet download pig ; `` Ling-Ling , '' adorable Asian trading card creature ; `` Wooldoor-Sockbat , '' wacky Saturday morning whatchamacallit ; `` Xandir , '' strong young adventurer , similar great video game warriors .",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Young & Hungry,7.3,"Pushing thirty , defined hideous crime involving bosom friend , Nina , emotionally scarred medical school dropout , Cassie , knows firsthand wounds never heal . Leading uneventful existence , still living parents , waiting tables cheap coffee shop earn living , Cassie found perfect way deal painful past . Dressed kill , night , Cassie frequents local bars nightclubs , pretending dead-drunk , utterly helpless vulnerable . , every week , lethally beautiful Cassie prowl sorts nocturnal predators wolves sheep 's clothing , unaware , sometimes , hunter become prey . , Ryan , kindly caring old classmate bee 's knees , enters picture , like , Cassie wants . However , everybody knows breaking bad habits easier said done . Could Ryan one ?",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brockmire,8.0,"famed major league baseball announcer , suffers embarrassing public meltdown live air discovering beloved wife 's serial infidelity , decides reclaim career love life small town decade later .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Powerpuff Girls,7.3,"straight-laced Prof. Utonium 's attempt create perfect little girls accidentally includes `` Chemical X '' , resulting take-charge red-head Blossom , blonde sweety-pie Bubbles ready-to-fight brunette Buttercup . flying , super-strong , karate-chopping girls occasional heat vision race action save city Townsville ( , 're told , world ) sorts crimes creatures .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avengers: Earth's Mightiest Heroes,8.3,"New York City , mass breakout supervillains various S.H.I.E.L.D prisons mysterious mastermind . threat single hero could withstood , Iron Man , Giant Man , Wasp , Thor Hulk work together defeat menace . Inspired victory , Iron Man convinces others form permanent team , Avengers , cause justice . Together , superheroes face new challenges , members , friends foes assemble one .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guardian,7.4,"Ben Randall Coast Guard rescue swimmer . crew killed accident marriage ends , commander tells wants Randall go US Coast Guard Rescue Swimmer `` '' School train rescue swimmers . encounters guy named Jake 's little cocky swim champion . Ben puts wringer see handle .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tomorrow People,7.2,"story several young people around world represent next stage human evolution , possessing special powers , including ability teleport communicate telepathically . Together work defeat forces evil .",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Single Parents,7.1,group single parents form support system raise kids struggle start new relationships .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grey Gardens,7.4,"Maysles brothers pay visits Edith Bouvier Beale , nearing 80 , daughter Edie . Reclusive , pair live cats raccoons Grey Gardens , crumbling mansion East Hampton . Edith dry quick-witted - singer , married later separated , member high society . Edie voluble , dresses - puts - combat tight ensembles include scarves wrapped around head . hints Edie came home 24 years cared rather care mother . women address camera , talking , moving present events years . 're odd , flinty affection .",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Stone: Death in Paradise,7.1,"body fourteen-year-old teenager found margin lake Paradise , Massachusetts , Chief Police Jesse Stone officer Simpson seek clues spot . class ring student find near corpse , identity dead girl , local slut Billy Bishop . Meanwhile , department deals domestic violent situation aggressive abusive husband beats wife . Along investigation , Stone discloses famous writer Norman Shaw much close victim intended write biography famous gangster Leo next book . Joining pieces evidences like puzzle , Stone unravels identity criminal .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunna blå linjen,8.1,"intimate portrayal daily life four police officers , line private professional life blurs tensions heighten animated crime-ridden city Malmö , Sweden .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bozkir,8.0,"profession , experienced captain Seyfi rookie policeman Nuri Pamir face child murder city . murder leads city 's populated business man Abbas daughter Dilara .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man with a Plan,7.0,Adam Burns ( Matt Leblanc ) thinks taking care childrens piece cake tells wife Andi ( Liza Snyder ) get back job 'll manage children happen looks children fun rollercoaster ride watch .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilda,8.5,"fearless blue-haired girl named Hilda travels home vast magical wilderness full elves giants bustling city Trolberg , meets new friends mysterious creatures stranger -- dangerous -- ever expected .",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masters of Horror,7.4,"Anchor Bay amassed greatest horror film writers directors bring anthology series , `` Masters Horror '' . first time , foremost names horror film genre joined forces series consisting thirteen one-hour films season .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flowers,8.1,"eccentric Flowers family struggling hold together . Maurice Flowers ( Barratt ) author twisted children 's books `` Grubbs '' , wife Deborah ( Colman ) barely together yet divorce . Maurice fights inner demons dark secrets , begins suspect Maurice homosexual affair Japanese illustrator Shun ( Sharpe ) . couple live creepy , creaky , crumbling old house Maurice 's dotty mother Hattie ( Hoffman ) maladjusted twin 25-year-old children Amy ( Di Martino ) Donald ( Rigby ) . twins competing affections attractive neighbour Abigail ( Campbell ) . Flowers family often self-inflicted crises surrounded odd neighbours - agents headaches heartache .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Odd Couple,7.9,"Felix 's ( Jack Lemmon ) wife left contemplating suicide . friends sense depression one , Oscar ( Walter Matthau ) , volunteers take fine . two like chalk cheese - Oscar fun-loving , gregarious slovenly , Felix shy , stay-at-home , obsessive-compulsive neat-freak . around Oscar brightens Felix , quickly starts irritate Oscar .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8.2,"Republic San Magnolia . long time , country besieged neighbor , Giadian Empire , created series unmanned drones called Legion . years painstaking research , Republic finally developed autonomous drones , turning one-sided struggle war without casualties - least , 's government claims . truth , thing bloodless war . Beyond fortified walls protecting eighty-five Republic territories lies `` nonexistent '' Eighty-Sixth Sector . young men women forsaken land branded Eighty-Six , stripped humanity , pilot `` unmanned '' weapons battle . Shinn directs actions detachment young Eighty-Sixers ' squad known `` Spearhead '' battlefield . Lena `` handler '' commands detachment remote rear help special communication . farewell story severe sad struggle two begins !",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Oaks,7.9,coming-of-age comedy set `` go-go '' 80s college student enjoying last hurrah summer comes end -- future begins .,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Auf Wiedersehen, Pet",8.5,"adventures gang British workmen abroad combine black white humour moments drama , poignancy , drunkenness . series 1 , lads head Germany seeking work thrown together virtue shared nationality run-down wooden hut . story follows lads ' relationships women , Germans , one another , attempts passing time away home , saving money , ordering food German curry house . series ends new employment legislation forcing Brits choose UK new-found pleasures abroad . Two years later gang reunited second series , travel Wolverhampton rebuild `` magnificent seven '' Barry 's home impending marriage . offer work sees lads head Derbyshire stately home need refurbishment . fall foul irritable pub landlord , suspicious locals , less enlightened employer Inland Revenue . Finally , packed Spain illegal workers Tyneside villain Ally Fraser , fall unwelcome spotlight tabloid publicity . Despite , still manage indulge serious drinking practice complete building work .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
